ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
46ec8d2	2126fd7	639ef30abca2867cbbc834659d7bcb01	a139dec	Changeling	Hermit	2019-01-21T02:02:06Z	Cleric 5|Wizard 15	Cleric|Wizard	Death Domain|School of Necromancy	20	War Caster	210	18	16	16	18	16	18	16		Religion|Insight|Medicine|Deception|Persuasion	Warhammer	False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Animate Dead*3	Int		United States	US		NA	NA	Changeling	False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Animate Dead*3	Warhammer	19-20	clever_pike
ebb190c	82a92dc	fa76ea159790af5f27f4d2d5a818da88	48f05ac	Half-Orc	Criminal	2019-01-17T22:33:13Z	Paladin 14|Fighter 6	Paladin|Fighter	OathBreaker|Champion	20	Heavily Armored|Heavy Armor Master|Orcish Fury	295	29	23	14	20	10	12	20	E	Athletics|Stealth|Deception|Intimidation|Persuasion	Clevlands Greatsword	Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3|Blight*4|Confusion*4	Cha	fighting style/Great Weapon Fighting*Defense	United States	US		NA	NA	Half-Orc	Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3|Blight*4|Confusion*4	Greatsword	19-20	loving_matsumoto
1a46869	93cb069	480d9e926b36950cdbb3b91fed5a5e8e	7f040ef	Tabaxi	Far traveler 	2019-01-16T21:33:03Z	Ranger 17|Fighter 2|Rogue 1	Ranger|Fighter|Rogue	Horizon Walker||	20	Magic Initiate|Crossbow Expert	183	16	8	20	14	12	16	12	neutral good	Athletics|Stealth|Investigation|Nature|Animal Handling|Insight|Perception|Survival|Deception	Ruby Sword |Wrist Cannon 	Fire Bolt *0|Ray Of Frost*0|Protection from Evil and Good*1|Mage Armor*1|Beast Bond*1|Cure wounds *1|Goodberry *1|Huntersmark*1|Speak with Animals*1|Misty Step*2|Haste*3|Lightning Arrow*3|Water Breathing*3|Banishment*4|Conjure Woodland Beings *4|Teleportation Circle*5|Steel Wind Strike*5|Swift Quiver*5	Wis	fighting style/Dueling*Archery|expertise/Stealth*Perception	United States	US	NG	NA	NA	Tabaxi	Fire Bolt*0|Ray of Frost*0|Protection from Evil and Good*1|Mage Armor*1|Beast Bond*1|Cure Wounds*1|Goodberry*1|Hunter's Mark*1|Speak with Animals*1|Misty Step*2|Haste*3|Lightning Arrow*3|Water Breathing*3|Banishment*4|Conjure Woodland Beings*4|Teleportation Circle*5|Steel Wind Strike*5|Swift Quiver*5	|	19-20	practical_williams
541f19c		c0ad68116b33d971167ba02c4f579bb7	f64d7f1	Human	Far Traveler	2018-12-28T03:50:18Z	Artificer 3|Barbarian 1|Bard 1|Cleric 1|Druid 3|Fighter 1|Monk 1|Paladin 3|Ranger 1|Rogue 1|Sorcerer 1|Warlock 1|Wizard 1|Revised Ranger 1	Artificer|Barbarian|Bard|Cleric|Druid|Fighter|Monk|Paladin|Ranger|Rogue|Sorcerer|Warlock|Wizard|Revised Ranger	|||Arcana Domain|Circle of the Shepherd|||Oath of Ancients|||Draconic Bloodline|The Great Old One||	20		192	16	14	14	11	18	15	18		Sleight of Hand|Arcana|History|Nature|Insight|Perception|Survival|Deception|Intimidation|Persuasion	Light hammer|Handaxe|Crossbow, light	Identify*0|Detect Magic*0|Detect Magic*1|Magic Missile*1|Ensnaring Strike*1|Speak with Animals*1	Int	fighting style/Great Weapon Fighting*Defense|favored enemy/Humanoids|expertise/Persuasion*Deception	United States	US		NA	NA	Human	*|*|Detect Magic*1|Magic Missile*1|Ensnaring Strike*1|Speak with Animals*1	Light hammer|Handaxe|Crossbow, Light	19-20	laughing_hertz
062560a	82268d2	2198c461800bfee3dbe9c7f0907b2cfe	b214f25	Human	Mercenary Veteran	2018-12-17T08:09:49Z	Fighter 12|Wizard 8	Fighter|Wizard	Juggernaut|War Magic	20	Medium Armor Master|Sentinel|Shield Master|Alert|Observant|Tough|War Caster	248	23	18	16	14	19	14	14	Chaotic Neutral	Athletics|Insight|Perception|Survival|Persuasion	Longsword|Handaxe	Acid splash*0|Fire Bolt*0|Mending*0|Mold Earth*0|Burning Hands*1|Fog Cloud*1|Long Strider*1|Magic Missile*1|Shield*1|Scorching Ray*2|See Invisibility*2|Shatter*2|Counterspell*3|Dispell Magic*3|Fireball*3|Wall of Fire*4	Int	fighting style/Defense	United States	US	CN	NA	NA	Human	Acid Splash*0|Fire Bolt*0|Mending*0|Mold Earth*0|Burning Hands*1|Fog Cloud*1|Longstrider*1|Magic Missile*1|Shield*1|Scorching Ray*2|See Invisibility*2|Shatter*2|Counterspell*3|Dispel Magic*3|Fireball*3|Wall of Fire*4	Longsword|Handaxe	19-20	wonderful_gates
426acfa	b0c6ee7	385db5dbfea7b02dc44b91e5b8ed5256	358cc70	Half-Elf	Sailor	2018-11-03T13:41:48Z	Rogue 4|Bard 4|Fighter 6|Warlock 6	Rogue|Bard|Fighter|Warlock	Swashbuckler|College of Swords|Battle Master|The Hexblade	20	Elven Accuracy|Tough	209	19	10	20	16	8	10	20		Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Performance|Persuasion	Rapier|Shortbow|Dagger|Whip		Int	fighting style/Dueling*Defense|pact boon/Pact of the Blade|eldritch invocations/Armor of Shadows*Improved Pact Weapon*Eldritch Smite|expertise/Stealth*Perception*Performance*Investigation|combat superiority maneuvers/Riposte*Parry*Feinting Attack	United States	US		NA	NA	Half-Elf		Rapier|Shortbow|Dagger|Whip	19-20	festive_euclid
	ab99f8e	ae0e4fa5b19e37ee464626e35073d7e9	d5ed002	Human	Sailor	2018-09-25T17:42:58Z	Revised Ranger 19|Cleric 1	Revised Ranger|Cleric	Beast Conclave|Life Domain	20	Magic Initiate|Crossbow Expert|Sharpshooter	163	18	8	20	14	8	18	10		Stealth|Animal Handling|Insight|Perception|Survival|Persuasion	Shortsword|Longbow	Bless*1|Cure Wounds*1	Wis	fighting style/Archery|favored enemy/Humanoids|animal companion/Other Companion|greater favored enemy/Dragons	Canada	CA		NA	NA	Human	Bless*1|Cure Wounds*1	Shortsword|Longbow	19-20	practical_yonath
36400cf		f19d6eb1fd3e9e019306f1b3e901ddfd	6a7b8e8	Human	Charlatan	2018-09-19T02:39:54Z	Monk 14|Rogue 6	Monk|Rogue	Way of Shadow|Assassin	20	Actor|Prodigy|Alert	200	20	11	20	15	14	20	16		Sleight of Hand|Stealth|Insight|Perception|Deception|Performance|Persuasion	Shortsword|Dart|Unarmed strike		Int	expertise/Deception*Stealth*Performance*Persuasion*Perception	United States	US		NA	NA	Human		Shortsword|Dart|Unarmed Strike	19-20	infallible_cray
426acfa	a207000	256842b3903cb674076e800b6e717eb9	97b2273	Goliath	Outlander	2018-08-26T21:08:18Z	Fighter 17|Barbarian 3	Fighter|Barbarian	Champion|Path of the Totem Warrior	20	Dual Wielder|Mobile|Tough	247	24	20	13	18	10	10	10		Athletics|Perception|Survival|Intimidation	Longsword|Crossbow, light		Int	fighting style/Two-Weapon Fighting*Defense	United States	US		NA	NA	Goliath		Longsword|Crossbow, Light	19-20	cool_rosalind
36400cf	550610a	aab521087d66ab35d5c4ee8effa09736	51fdc2b	Variant	Entertainer	2018-08-08T00:36:50Z	Bard 12|Fighter 7|Rogue 1	Bard|Fighter|Rogue	College of Lore|Arcane Archer|	20	Elven Accuracy|Sharpshooter|Observant|Actor	214	16	14	20	14	17	16	21		Acrobatics|Sleight of Hand|Stealth|Arcana|History|Nature|Perception|Deception|Performance|Persuasion	Rapier|Dagger|Longbow		Cha	expertise/Performance*Deception*Sleight of Hand*Persuasion*Stealth*Perception|arcane shot options/Seeking Arrow*Bursting Arrow*Piercing Arrow|fighting style/Archery	United States	US		NA	NA	Half-Elf		Rapier|Dagger|Longbow	19-20	hungry_jones
6c538d4	044c54d	6e5170018ef682edbc07c7599e01bd4a	d93c17c	Half-Elf	Urchin	2018-08-06T03:45:54Z	Rogue 1|Cleric 1|Bard 18	Rogue|Cleric|Bard	|Knowledge Domain|College of Lore	20	Skilled|Prodigy|Alert	200	15	12	18	14	15	15	18		Athletics|Acrobatics|Sleight of Hand|Stealth|Arcana|History|Investigation|Nature|Religion|Animal Handling|Insight|Medicine|Perception|Survival|Deception|Intimidation|Performance|Persuasion	Rapier|Shortbow|Dagger	Command*1|Identify*1	Int	expertise/Perception*Investigation*Persuasion*Performance*Stealth*Intimidation	United States	US		NA	NA	Half-Elf	Command*1|Identify*1	Rapier|Shortbow|Dagger	19-20	hardcore_darwin
d8d184b	4338349	62284c4bd6cfba6901c121a33f68d03b	1850d99	Half-Elf	Entertainer	2018-06-29T18:28:06Z	Warlock 1|Bard 19	Warlock|Bard	The Hexblade|College of Swords	20	Elven Accuracy|Resilient|Lucky	163	13	8	14	16	12	12	20		Acrobatics|Investigation|Perception|Deception|Performance|Persuasion	Crossbow, light|Crossbow, light|Dagger		Cha	fighting style/Dueling|expertise/Persuasion*Acrobatics*Perception*Deception	United States	US		NA	NA	Half-Elf		Crossbow, Light|Crossbow, Light|Dagger	19-20	recursing_yonath
f9f5bce	82ccb2d	e0d0fc4b1f924d59c329ab8f07189b98	808dec7	Dragonborn	Outlander	2018-06-23T02:24:34Z	Fighter 15|Warlock 5	Fighter|Warlock	Champion|The Hexblade	20	Great Weapon Master|Lucky	155	16	20	10	15	8	12	20		Athletics|Perception|Survival|Intimidation	Greatsword Pact|Crossbow, light	Chill Touch*0|Eldritch Blast *0|Mage Hand*0|Hex*1|Shield*1|Hellish Rebuke*1|Darkness*2|Spider Climb*2|Fly*3	Int	pact boon/Pact of the Blade|eldritch invocations/Eldritch Sight*Devil's Sight*Thirsting Blade|fighting style/Great Weapon Fighting*Archery	Canada	CA		NA	NA	Dragonborn	Chill Touch*0|Eldritch Blast*0|Mage Hand*0|Hex*1|Shield*1|Hellish Rebuke*1|Darkness*2|Spider Climb*2|Fly*3	Greatsword|Crossbow, Light	19-20	boring_elgamal
6d12eb6	142efe1	7cb0514a597c18741f5478a0a5ab5b5a	1a84ca6	Human	Faction Agent	2018-06-17T00:10:56Z	Rogue 5|Cleric 3|Ranger 12	Rogue|Cleric|Ranger	Assassin|Grave Domain|Monster Slayer	20	Crossbow Expert|Sharpshooter|Resilient|Skulker|Observant	222	19	14	18	20	14	20	11		Athletics|Acrobatics|Stealth|Investigation|Nature|Insight|Perception|Persuasion	Rapier|Dagger|Crossbow, heavy|Crossbow, hand	Spare the Dying*0|Light*0|Bane*1|False Life*1|Protection from Evil and Good*1|Zone of Truth*2|Gentle Repose*2|Ray of Enfeeblement*2|Magic Circle*3	Int	expertise/Stealth*Perception|fighting style/Archery	United States	US		NA	NA	Human	Spare the Dying*0|Light*0|Bane*1|False Life*1|Protection from Evil and Good*1|Zone of Truth*2|Gentle Repose*2|Ray of Enfeeblement*2|Magic Circle*3	Rapier|Dagger|Crossbow, Heavy|Crossbow, hand	19-20	clever_heisenberg
f524982	3d103bb	2dc01d7aab113116ace96b9bb906e270	878ea59	Tabaxi	Hermit	2018-06-13T03:14:45Z	Artificer 12|Rogue 8	Artificer|Rogue	Alchemist|Thief	20		167	15	16	16	14	13	13	15		Stealth|Nature|Religion|Medicine|Perception|Deception|Persuasion	Handaxe|Spear|Crossbow, light	Identify (Ritual)*1|Detect Magic (Ritual)*1	Int	expertise/Persuasion*Deception*Stealth*Nature|alchemical formula/Tanglefoot Bag*Thunderstone*Healing Draught	United States	US		NA	NA	Tabaxi	Identify*1|Detect Magic*1	Handaxe|Spear|Crossbow, Light	19-20	jolly_heyrovsky
1bbe3a2	7e049c9	0bec1caec9833523835005391e754877	7076d34	Firbolg	Outlander	2018-06-10T21:35:24Z	Barbarian 10|Druid 10	Barbarian|Druid	Path of the Totem Warrior|Circle of the Moon	20	Lucky	235	24	18	16	20	12	20	12		Athletics|Nature|Perception|Survival	Maul|Quarterstaff|Javelin		Int		United States	US		NA	NA	Firbolg		Maul|Quarterstaff|Javelin	19-20	happy_wozniak
9276ee8		ab0ad10e4175b1c39acecace318ef227	840ca29	Sea Elf	Sailor	2018-06-01T15:09:06Z	Ranger 7|Rogue 13	Ranger|Rogue	Gloom Stalker|Scout	20	Skulker|Elven Accuracy|Observant|Sharpshooter|Alert	131	15	12	18	12	10	16	8		Athletics|Acrobatics|Stealth|Nature|Animal Handling|Perception|Survival	Longbow|Rapier	Disguise Self*1|Rope Trick*2	Wis	fighting style/Archery|expertise/Stealth*Perception*Survival*Acrobatics	United States	US		NA	NA	Elf	Disguise Self*1|Rope Trick*2	Longbow|Rapier	19-20	upbeat_diffie
d580ce9	d580ce9	162d1299dab449ba96158b4cdd06d4c5	2ade100	Human	Bounty Hunter	2018-04-16T21:33:57Z	Monk 11|Rogue 9	Monk|Rogue	Way of the Kensei|Scout	20	Alert|Observant	103	18	8	19	10	10	19	14	Chaotic Neutral	Acrobatics|Stealth|Nature|Religion|Insight|Perception|Survival|Persuasion	Karambit|Dart|Unarmed strike		Int	expertise/Stealth*Perception*Persuasion*Insight	NA	NA	CN	NA	NA	Human		|Dart|Unarmed Strike	19-20	stupefied_sammet
d580ce9	d580ce9	538f67a348bc68e00724b9f1218bfd55	124baea	Half-Elf	Urchin	2018-04-10T02:50:28Z	Warlock 5|Sorcerer 15	Warlock|Sorcerer	The Celestial|Divine Soul	20	Alert|Observant|Lucky	88	16	8	17	10	10	15	18	Chaotic Good	Acrobatics|Sleight of Hand|Stealth|Survival|Deception|Intimidation	Quarterstaff|Light hammer|Dagger	Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Cure Wounds*1|Hellish Rebuke*1|Armor of Agathys*1	Cha	eldritch invocations/Armor of Shadows*Book of Ancient Secrets*Repelling Blast|pact boon/Pact of the Tome|metamagic/Twinned Spell*Quickened Spell*Distant Spell	NA	NA	CG	NA	NA	Half-Elf	Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Cure Wounds*1|Hellish Rebuke*1|Armor of Agathys*1	Quarterstaff|Light hammer|Dagger	19-20	agitated_khorana
1d8203a		63f2385878fe6786ae03113742be009e	8092507	High Elf	Urban Bounty Hunter	2018-10-02T21:35:00Z	Rogue 11|Warlock 2|Bard 4|Fighter 2	Rogue|Warlock|Bard|Fighter	Inquisitive|The Great Old One|College of Whispers|	19	Alert|Dual Wielder|Mage Slayer|Observant	175	16	8	19	12	18	12	16		Acrobatics|Arcana|Investigation|Insight|Perception|Deception|Intimidation|Persuasion	Silvered Rapier|Silvered Dagger|Sword breaker Dagger|Silver Tipped Whip	Sword Burst*0	Int	eldritch invocations/Mask of Many Faces*Eyes of the Rune Keeper|expertise/Perception*Investigation*Intimidation*Insight*Persuasion*Deception|fighting style/Two-Weapon Fighting	United States	US		NA	NA	Elf	Sword Burst*0	Rapier|Dagger|Dagger|Whip	19-20	confident_kalam
0649340	d47d176	ae6b45bfc8dfcac84664386267fb0e1b	30bffea	Human	Haunted One	2019-03-24T00:31:06Z	Sorcerer 9|Warlock 9	Sorcerer|Warlock	Divine Soul|The Hexblade	18	Prodigy|Ritual Caster|Mage Slayer|Lucky|Observant	105	10	8	8	8	17	15	16		Arcana|History|Investigation|Insight|Survival|Deception|Persuasion	Crossbow, light|Dagger	Inflict Wounds*1	Cha	pact boon/Pact of the Blade|eldritch invocations/Beguiling Influence*Thirsting Blade*Maddening Hex*Sculptor of Flesh|metamagic/Subtle Spell*Empowered Spell|expertise/Arcana	United States	US		NA	NA	Human	Inflict Wounds*1	Crossbow, Light|Dagger	16-18	confident_yalow
6e80a9c	977a1ef	2aa4f53734a0539128d07b21f96dcd3e	62be84b	Human	Acolyte	2019-05-27T15:22:55Z	Wizard 15|Cleric 1|Druid 1	Wizard|Cleric|Druid	School of Divination|Arcana Domain|	17	Magic Initiate|Spell Sniper	89	12	8	14	12	22	14	10		Arcana|History|Investigation|Religion|Insight|Perception	Quarterstaff|Staff Of Woodlands	Acid Splash (2d6)*0|Fire Bolt (2d10)*0|Ray Of Frost (2d8)*0|Minor Illusion*0|Mage Hand *0|Light*0|Guidance*0|Resistance*0|Thaumaturgy *0|Spare The Dying *0|Prestidigitation *0|Message*0|Druidcraft*0|Shillelagh*0|Detect Magic*1|Magic Missile*1|Guiding Bolt*1|Cure Wounds *1|Goodberry*1|Protection From Evil*1|Healing Word *1|Faerie Fire*1|Mage Armor*1|Tenser's Disc (Ritual) *1|Burning Hands*1|Sleep *1|Detect Magic (Ritual) *1|Comprehend Languages (Ritual) *1|Silent Image*1|Featherfall *1|Expeditious Retreat*1|Shield*1|Witch Bolt*1|Identify (Ritual) *1|Illusory Script (Ritual) *1|Find Familiar (R)*1|Alarm (R)*1|See Invisibility *2|Shatter*2|Invisibility *2|Scorching Ray *2|Hold Person*2|Misty Step*2|Blindness/Deafness *2|Magic Weapon*2|Web*2|Arcane Lock*2|Flaming Sphere*2|Knock*2|Darkvision*2|Fireball*3|Fly*3|Dispel Magic *3|Lightning Bolt*3|Counterspell*3|Leomund's Hut (Ritual) *3|Clairvoyance*3|Tongues*3|Stinking Cloud*3|Catnap*3|Haste*3|Water Breathing (R)*3|Polymorph *4|Banishment*4|Locate Creature*4|Wall Of Fire*4|Conjure Minor Elementals*4|Otilukes Resilient Sphere*4|Arcane Eye*4|Wall Of Fire*4|Conjure Minor Elementals*4|Otilukes Resilient Sphere*4|Greater Invisibility *4|Mordenkainen's Private Sanctum*4|Contact Other Plane (R)*5|Wall Of Force*5|Rary's Telepathic Bond (R)*5|Geas*5|Conjure Elemental*5|Scrying*5|True Seeing*6|Arcane Gate*6|Guards And Wards*6|Disintegrate*6|Simulacrum*7|M's Mansion*7|Teleport*7|Plane Shift*7|Maze*8|Mind Blank*8	Int		United States	US		NA	NA	Human	Acid Splash*0|Fire Bolt*0|Ray of Frost*0|Minor Illusion*0|Mage Hand*0|Light*0|Guidance*0|Resistance*0|Thaumaturgy*0|Spare the Dying*0|Prestidigitation*0|Message*0|Druidcraft*0|Shillelagh*0|Detect Magic*1|Magic Missile*1|Guiding Bolt*1|Cure Wounds*1|Goodberry*1|*|Healing Word*1|Faerie Fire*1|Mage Armor*1|Tenser's Floating Disk*1|Burning Hands*1|Sleep*1|Detect Magic*1|Comprehend Languages*1|Silent Image*1|Feather Fall*1|Expeditious Retreat*1|Shield*1|Witch Bolt*1|Identify*1|Illusory Script*1|Find Familiar*1|Alarm*1|See Invisibility*2|Shatter*2|Invisibility*2|Scorching Ray*2|Hold Person*2|Misty Step*2|Blindness/Deafness*2|Magic Weapon*2|Web*2|Arcane Lock*2|Flaming Sphere*2|Knock*2|Darkvision*2|Fireball*3|Fly*3|Dispel Magic*3|Lightning Bolt*3|Counterspell*3|Leomund's Tiny Hut*3|Clairvoyance*3|Tongues*3|Stinking Cloud*3|Catnap*3|Haste*3|Water Breathing*3|Polymorph*4|Banishment*4|Locate Creature*4|Wall of Fire*4|Conjure Minor Elementals*4|Otiluke's Resilient Sphere*4|Arcane Eye*4|Wall of Fire*4|Conjure Minor Elementals*4|Otiluke's Resilient Sphere*4|Greater Invisibility*4|Mordenkainen's Private Sanctum*4|Contact Other Plane*5|Wall of Force*5|Rary's Telepathic Bond*5|Geas*5|Conjure Elemental*5|Scrying*5|True Seeing*6|Arcane Gate*6|Guards and Wards*6|Disintegrate*6|Simulacrum*7|*|Teleport*7|Plane Shift*7|Maze*8|Mind Blank*8	Quarterstaff|	16-18	gifted_gates
0accbaf	397b338	3b2a9f06d458191f5dfb296c7ae9fcca	dc14931	Fire Genasi	Guild Member - Spycraft	2019-02-09T02:00:34Z	Monk 12|Fighter 5	Monk|Fighter	Way of the Four Elements|Champion	17	Sentinel	176	16	11	16	15	10	16	12		Athletics|Stealth|Insight|Deception	Shortsword|Dart|Unarmed strike		Int	elemental disciplines/Fangs of the Fire Snake*Water Whip*Ride the Wind|fighting style/Two-Weapon Fighting	United States	US		NA	NA	Genasi		Shortsword|Dart|Unarmed Strike	16-18	laughing_poincare
b517011	2c3211b	0ae621b83097ef8e05b2f25884042989	073e431	Triton	Sailor	2019-01-19T01:53:15Z	Rogue 12|Bard 5	Rogue|Bard	Swashbuckler|College of Swords	17	Dual Wielder|Charger	136	15	10	16	16	10	10	18		Athletics|Acrobatics|Sleight of Hand|Perception|Deception|Performance|Persuasion	Rapier|Shortbow|Dagger		Int	fighting style/Two-Weapon Fighting|expertise/Persuasion*Acrobatics*Thieves' Tools*Performance	United States	US		NA	NA	Triton		Rapier|Shortbow|Dagger	16-18	sweet_mcclintock
ed90258	ad849cf	8ff6c10f413a0358d03ebd174e314301	1633c04	Human	Guild Member - Spycraft	2019-07-02T21:34:50Z	Monk 11|Rogue 5	Monk|Rogue	Way of Shadow|Assassin	16	Skulker|Athlete|Prodigy	124	17	13	20	13	16	15	9		Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception	Shortsword|Dart|Unarmed strike		Int	expertise/Stealth*Acrobatics	United States	US		NA	NA	Human		Shortsword|Dart|Unarmed Strike	16-18	youthful_goodall
b4db59d	31e7111	dc4126bad147570227542355207e9e69	cc74103	Protector Aasimar	Urban Bounty Hunter	2019-05-08T03:48:14Z	Fighter 4|Sorcerer 10|Paladin 2	Fighter|Sorcerer|Paladin	Lightning Adept|Metal|	16	Shield Master|Magic Initiate|Tough	278	17	14	17	17	14	16	18	Chaotic Neutral	Stealth|Insight|Perception|Intimidation	Rapier	Acid Splash (figh)*0|Chill Touch (sorc)*0|Fire Bolt (sorc)*0|Light (raci)*0|Lightning Blade (figh)*0|Mold Earth (sorc)*0|Poison spray (sorc)*0|ray of frost (sorc)*0|sacred flame (ClM/I)*0|Spare the Dying (ClM/I)*0|Thunderclap (sorc)*0|Bless (Pala)*1|Command (Pala)*1|Cure wounds (Pala)*1|Detect magic (Pala)*1|Healing Word - (ClM/I)*1|Jump (sorc)*1|Magic Missile (figh)*1|Protection from good and evil (Pala)*1|Shield (figh)*1|Sleep (sorc)*1|Thunderwave (figh)*1|Witchbolt (figh)*1|dragons breath (sorc)*2|shatter (sorc)*2|fireball (sorc)*3|fly (sorc)*3|Lightning Bolt (sorc)*3|Greater invisibility (sorc)*4|Vitrolic Sphere (sorc)*4|Evervation (sorc)*5|Immolation (sorc)*5	Cha	metamagic/Twinned Spell*Quickened Spell*Subtle Spell|fighting style/Dueling*Defense	United States	US	CN	NA	NA	Aasimar	Acid Splash*0|Chill Touch*0|Fire Bolt*0|Light*0|Lightning Lure*0|Mold Earth*0|Poison Spray*0|Ray of Frost*0|Sacred Flame*0|Spare the Dying*0|Thunderclap*0|Bless*1|Command*1|Cure Wounds*1|Detect Magic*1|Healing Word*1|Jump*1|Magic Missile*1|Protection from Evil and Good*1|Shield*1|*|Thunderwave*1|Witch Bolt*1|Dragon's Breath*2|Shatter*2|Fireball*3|Fly*3|Lightning Bolt*3|Greater Invisibility*4|Vitriolic Sphere*4|Enervation*5|Immolation*5	Rapier	16-18	happy_mccarthy
93b4d40	755ae80	677ba2ba78807e1e11a9a3575060283e	f29ec1a	Dark Elf	Knight	2019-04-20T05:03:01Z	Paladin 7|Bard 6|Warlock 3	Paladin|Bard|Warlock	Oath of Conquest|College of Whispers|The Hexblade	16	Great Weapon Master	107	15	16	12	13	12	8	16		History|Investigation|Insight|Perception|Intimidation|Persuasion	Maul|Javelin	"Prestidigitation*0|Message*0|Minor Illusion*0|Eldritch Blast*0|Mage Hand*0|Armor of Agathys*1|Command*1|Charm Person*1|Feather Fall*1|Identify*1|Unseen Servant*1|Hex*1|Shield of Faith*1|Wrathful Smite*1|Hold Person*2|Spiritual Weapon*2|Detect Thoughts*2|Enhance Ability*2|Invisibility*2|Mind Spike*2|Misty Step*2|Locate Object*2|Zone Of Truth*2|Protection from Evil and Good


*2|Branding Smite*2|Dispel Magic*3|Hypnotic Pattern*3|Major Image*3"	Cha	fighting style/Great Weapon Fighting|pact boon/Pact of the Blade|eldritch invocations/Eyes of the Rune Keeper*Eldritch Sight|expertise/Investigation*Insight	United States	US		NA	NA	Elf	Prestidigitation*0|Message*0|Minor Illusion*0|Eldritch Blast*0|Mage Hand*0|Armor of Agathys*1|Command*1|Charm Person*1|Feather Fall*1|Identify*1|Unseen Servant*1|Hex*1|Shield of Faith*1|Wrathful Smite*1|Hold Person*2|Spiritual Weapon*2|Detect Thoughts*2|Enhance Ability*2|Invisibility*2|Mind Spike*2|Misty Step*2|Locate Object*2|Zone of Truth*2|*|Branding Smite*2|Dispel Magic*3|Hypnotic Pattern*3|Major Image*3	Maul|Javelin	16-18	dreamy_saha
1796d26	b107a60	a17d180fd4edabf55ef7a2f6461b9906	9571841	Human	Mercenary Veteran	2019-03-30T05:35:30Z	Ranger 12|Cleric 4	Ranger|Cleric	Monster Slayer|Tempest Domain	16	Observant|War Caster	130	16	8	18	14	12	20	8		Athletics|Nature|Animal Handling|Insight|Perception|Persuasion	Shortsword|Longbow	Protection from Evil and Good*1|Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Zone of Truth*2|Magic Circle*3	Wis	fighting style/Archery	United States	US		NA	NA	Human	Protection from Evil and Good*1|Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Zone of Truth*2|Magic Circle*3	Shortsword|Longbow	16-18	focused_brahmagupta
4dabb54	bd123fe	8e4954545be2d2009d17b083c363c7ea	c423930	Fire Genasi	Soldier	2019-03-29T21:23:15Z	Fighter 12|Rogue 4	Fighter|Rogue	Gunslinger|Assassin	16	Dual Wielder|Sharpshooter|Mobile	194	19	10	20	16	14	12	13		Athletics|Acrobatics|Stealth|Perception|Intimidation	+2 Pepperbox|Pistol Of Radiance|Yamato|S.S. Pepperbox|S.S. Pistol Of Radiance		Dex	fighting style/Close Quarters Shooter|expertise/Intimidation*Athletics	United States	US		NA	NA	Genasi		||||	16-18	competent_beaver
5929407	6136dcf	092351f019c3019b61709920f3ab84cf	3903188	Tabaxi	Soldier	2019-02-08T21:37:41Z	Fighter 10|Rogue 6	Fighter|Rogue	Battle Master|Assassin	16	Crossbow Expert|Magic Initiate|Sharpshooter	142	16	13	18	16	8	12	9		Athletics|Acrobatics|Stealth|Perception|Survival|Deception|Intimidation	Crossbow, light|Rapier|Dagger		Int	fighting style/Archery|combat superiority maneuvers/Trip Attack*Precision Attack*Menacing Attack*Parry*Disarming Attack*Riposte*Commander’s Strike|expertise/Athletics*Acrobatics*Stealth*Perception	United States	US		NA	NA	Tabaxi		Crossbow, Light|Rapier|Dagger	16-18	practical_rubin
